==============================================================================
==============================================================================
Mon. Jun. 24 2013                  LANDSAT 7                       Time: 03:39
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: 0101306231539_00067                          Path / Row - 123 / 39
Reference Image: L51BJC1087253020100_HDF.L1G

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 97.8%
Rank   2 --  2.2%
Rank   3 --  0.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
1230393728   29.97783    114.34157     0.12      0.00     0.12     1 
1230393729   29.97702    114.37323    -0.03      0.09     0.09     1 
1230393730   29.97620    114.40489    -0.10     -0.07     0.12     1 
1230393731   29.97538    114.43656     0.16     -0.15     0.22     1 
1230393732   29.97455    114.46822     0.04     -0.08     0.09     1 
1230393733   29.97371    114.49988    -0.02     -0.17     0.17     1 
1230393734   29.97286    114.53154    -0.00     -0.11     0.11     1 
1230393735   29.97201    114.56319    -0.12     -0.04     0.12     1 
1230393736   29.97115    114.59485    -0.06     -0.14     0.15     1 
1230393737   29.97028    114.62650    -0.14     -0.09     0.17     1 
1230393763   29.97929    113.07352     0.03     -0.25     0.25     1 
1230393768   29.97670    113.23201    -0.10     -0.08     0.13     1 
1230393786   29.96579    113.80238    -0.00     -0.04     0.04     1 
1230393788   29.96443    113.86573     0.00      0.00     0.00     1 
1230393789   29.96374    113.89741    -0.16      0.03     0.16     1 
1230393790   29.96304    113.92908     0.01     -0.00     0.01     1 
1230393791   29.96233    113.96076    -0.06      0.07     0.09     1 
1230393792   29.96161    113.99243     0.20      0.16     0.26     1 
1230393795   29.95942    114.08744    -0.04     -0.11     0.12     1 
1230393797   29.95792    114.15077    -0.02     -0.07     0.07     1 
1230393799   29.95639    114.21410     0.01      0.14     0.14     1 
1230393801   29.95482    114.27742    -0.05     -0.10     0.11     1 
1230393802   29.95403    114.30908    -0.06     -0.13     0.15     1 
1230393803   29.95323    114.34074     0.01     -0.04     0.04     1 
1230393804   29.95242    114.37240     0.01     -0.06     0.06     1 
1230393805   29.95161    114.40405    -0.04      0.14     0.14     1 
1230393806   29.95079    114.43571    -0.22     -0.09     0.24     1 
1230393807   29.94996    114.46736    -0.13      0.07     0.15     1 
1230393808   29.94912    114.49901    -0.19     -0.04     0.19     1 
1230393809   29.94827    114.53067     0.06      0.02     0.06     1 
1230393810   29.94742    114.56232     0.03      0.02     0.03     1 
1230393811   29.94656    114.59396    -0.02      0.06     0.06     1 
1230393812   29.94569    114.62561    -0.07     -0.09     0.12     1 
1230393832   29.95753    112.88285    -0.01     -0.10     0.10     1 
1230393840   29.95366    113.13639    -0.07     -0.09     0.11     1 
1230393841   29.95314    113.16808    -0.13     -0.32     0.34     1 
1230393855   29.94509    113.61165    -0.01      0.08     0.08     1 
1230393862   29.94051    113.83336     0.04     -0.34     0.34     1 
1230393863   29.93982    113.86503    -0.06      0.31     0.32     1 
1230393864   29.93913    113.89669    -0.01     -0.22     0.22     1 
1230393865   29.93843    113.92836    -0.11     -0.18     0.21     1 
1230393866   29.93772    113.96003     0.21     -0.06     0.22     1 
1230393867   29.93701    113.99169     0.03     -0.08     0.08     1 
1230393870   29.93482    114.08668     0.02     -0.05     0.05     1 
1230393872   29.93332    114.14999    -0.05      0.15     0.16     1 
1230393876   29.93023    114.27662     0.02     -0.13     0.13     1 
1230393877   29.92944    114.30827     0.07     -0.03     0.08     1 
1230393878   29.92864    114.33992     0.18     -0.01     0.18     1 
1230393879   29.92783    114.37157    -0.18     -0.13     0.22     1 
1230393880   29.92702    114.40322     0.03      0.04     0.05     1 
1230393881   29.92619    114.43486    -0.02     -0.15     0.15     1 
1230393882   29.92536    114.46651     0.06      0.01     0.06     1 
1230393883   29.92453    114.49815     0.21     -0.08     0.23     1 
1230393884   29.92368    114.52980    -0.12      0.09     0.15     1 
1230393885   29.92283    114.56144    -0.05     -0.17     0.18     1 
1230393887   29.92111    114.62472    -0.54      0.07     0.54     2 
1230393909   29.93198    112.94576    -0.00     -0.16     0.16     1 
1230393914   29.92955    113.10418     0.18     -0.21     0.27     1 
1230393918   29.92746    113.23091     0.05     -0.12     0.13     1 
1230393939   29.91453    113.89598     0.01     -0.19     0.19     1 
1230393940   29.91382    113.92764    -0.05     -0.17     0.18     1 
1230393941   29.91312    113.95930    -0.01     -0.14     0.14     1 
1230393942   29.91240    113.99095    -0.14     -0.09     0.17     1 
1230393943   29.91168    114.02261     0.09      0.01     0.09     1 
1230393945   29.91021    114.08592    -0.15     -0.03     0.15     1 
1230393946   29.90947    114.11757     0.17     -0.13     0.21     1 
1230393948   29.90796    114.18087     0.18     -0.08     0.20     1 
1230393949   29.90719    114.21252    -0.45      0.08     0.46     1 
1230393952   29.90484    114.30745     0.05      0.11     0.12     1 
1230393953   29.90404    114.33910     0.04      0.28     0.28     1 
1230393954   29.90323    114.37074     0.14      0.08     0.16     1 
1230393955   29.90242    114.40238    -0.26      0.04     0.26     1 
1230393956   29.90160    114.43402     0.03      0.06     0.07     1 
1230393957   29.90077    114.46566    -0.04     -0.02     0.04     1 
1230393958   29.89994    114.49729    -0.14     -0.07     0.15     1 
1230393959   29.89909    114.52893    -0.09      0.03     0.09     1 
1230393982   29.90828    112.88192    -0.15     -0.25     0.29     1 
1230393986   29.90641    113.00864     0.05     -0.29     0.29     1 
1230393988   29.90543    113.07199    -0.17     -0.19     0.25     1 
1230394007   29.89460    113.67368     0.20      0.04     0.21     1 
1230394008   29.89395    113.70534     0.04     -0.28     0.28     1 
1230394012   29.89129    113.83196     0.11     -0.18     0.21     1 
1230394013   29.89061    113.86362     0.17     -0.20     0.26     1 
1230394014   29.88992    113.89527     0.10     -0.15     0.18     1 
1230394015   29.88922    113.92692    -0.03     -0.07     0.08     1 
1230394016   29.88851    113.95857    -0.01      0.01     0.02     1 
1230394017   29.88780    113.99022     0.03      0.04     0.05     1 
1230394018   29.88708    114.02187    -0.16      0.08     0.18     1 
1230394019   29.88635    114.05351    -0.05     -0.13     0.13     1 
1230394020   29.88561    114.08516    -0.01     -0.03     0.04     1 
1230394021   29.88487    114.11680    -0.19     -0.13     0.23     1 
1230394023   29.88336    114.18009     0.08      0.02     0.09     1 
1230394025   29.88181    114.24337     0.10     -0.11     0.15     1 
1230394027   29.88024    114.30664     0.15     -0.08     0.17     1 
1230394029   29.87864    114.36991    -0.06     -0.16     0.17     1 
1230394030   29.87783    114.40154    -0.04     -0.05     0.07     1 
1230394031   29.87701    114.43318     0.25      0.02     0.26     1 
1230394033   29.87534    114.49643     0.01      0.10     0.10     1 
1230394034   29.87450    114.52806    -0.14     -0.08     0.16     1 
1230394035   29.87365    114.55969    -0.09      0.01     0.09     1 
1230394036   29.87279    114.59131    -0.22      0.09     0.24     1 
1230394059   29.88274    112.94480     0.14     -0.08     0.16     1 
1230394064   29.88030    113.10315    -0.05     -0.05     0.07     1 
1230394081   29.87063    113.64137     0.06      0.04     0.07     1 
1230394083   29.86934    113.70468     0.05     -0.10     0.11     1 
1230394084   29.86869    113.73632     0.07     -0.21     0.22     1 
1230394086   29.86736    113.79962     0.00     -0.17     0.17     1 
1230394087   29.86669    113.83127    -0.03     -0.35     0.35     1 
1230394088   29.86600    113.86291    -0.19     -0.12     0.23     1 
1230394089   29.86531    113.89456    -0.07     -0.18     0.19     1 
1230394090   29.86461    113.92620     0.06     -0.24     0.24     1 
1230394091   29.86391    113.95784     0.06     -0.13     0.14     1 
1230394092   29.86320    113.98948     0.18     -0.13     0.22     1 
1230394093   29.86247    114.02112     0.25     -0.42     0.49     1 
1230394094   29.86175    114.05276    -0.02     -0.17     0.17     1 
1230394095   29.86101    114.08440    -0.14      0.04     0.14     1 
1230394096   29.86027    114.11604     0.07     -0.14     0.16     1 
1230394097   29.85952    114.14767     0.03      0.09     0.09     1 
1230394101   29.85644    114.27420     0.18     -0.01     0.18     1 
1230394102   29.85565    114.30583    -0.17     -0.16     0.23     1 
1230394103   29.85485    114.33746    -0.05      0.02     0.05     1 
1230394105   29.85323    114.40071     0.00     -0.02     0.02     1 
1230394106   29.85241    114.43233    -0.11     -0.07     0.13     1 
1230394107   29.85159    114.46395    -0.19     -0.18     0.27     1 
1230394108   29.85075    114.49558    -0.11     -0.09     0.14     1 
1230394109   29.84991    114.52720    -0.07     -0.12     0.13     1 
1230394110   29.84906    114.55881    -0.03     -0.26     0.26     1 
1230394130   29.85992    112.81766     0.15     -0.37     0.40     1 
1230394131   29.85948    112.84933     0.25      0.05     0.26     1 
1230394132   29.85903    112.88099    -0.08      0.02     0.08     1 
1230394141   29.85466    113.16595    -0.29     -0.15     0.33     1 
1230394147   29.85141    113.35589    -0.01     -0.04     0.04     1 
1230394152   29.84849    113.51414    -0.17     -0.38     0.42     1 
1230394155   29.84664    113.60908     0.02     -0.09     0.10     1 
1230394158   29.84473    113.70401     0.14      0.08     0.16     1 
1230394159   29.84408    113.73565     0.03     -0.10     0.10     1 
1230394161   29.84275    113.79893     0.01     -0.02     0.02     1 
1230394162   29.84208    113.83057     0.14     -0.04     0.15     1 
1230394163   29.84140    113.86221    -0.02     -0.15     0.15     1 
1230394164   29.84071    113.89385    -0.07     -0.15     0.16     1 
1230394165   29.84001    113.92548     0.15     -0.25     0.29     1 
1230394168   29.83787    114.02038    -0.03     -0.14     0.14     1 
1230394169   29.83714    114.05201     0.01     -0.16     0.16     1 
1230394171   29.83566    114.11527     0.16     -0.22     0.27     1 
1230394172   29.83491    114.14690     0.28      0.02     0.29     1 
1230394173   29.83416    114.17852    -0.17     -0.28     0.33     1 
1230394174   29.83339    114.21015    -0.06     -0.09     0.11     1 
1230394175   29.83262    114.24177     0.01     -0.21     0.21     1 
1230394176   29.83184    114.27340    -0.04     -0.10     0.11     1 
1230394177   29.83105    114.30502     0.10      0.01     0.10     1 
1230394179   29.82945    114.36826    -0.17     -0.11     0.20     1 
1230394180   29.82864    114.39987    -0.26     -0.01     0.26     1 
1230394181   29.82782    114.43149    -0.11     -0.13     0.17     1 
1230394182   29.82700    114.46310     0.06     -0.02     0.06     1 
1230394183   29.82616    114.49472    -0.15     -0.07     0.17     1 
1230394185   29.82447    114.55794    -0.32     -0.41     0.52     2 
1230394186   29.82362    114.58955    -0.16     -0.06     0.17     1 
1230394210   29.83302    112.97550    -0.46      0.16     0.48     1 
1230394212   29.83206    113.03881    -0.02      0.10     0.11     1 
1230394215   29.83056    113.13377    -0.11      0.17     0.20     1 
1230394218   29.82899    113.22872    -0.02     -0.19     0.19     1 
1230394229   29.82265    113.57680     0.13     -0.15     0.20     1 
1230394230   29.82203    113.60844     0.13     -0.06     0.15     1 
1230394231   29.82140    113.64008     0.11      0.09     0.14     1 
1230394233   29.82012    113.70335     0.11     -0.02     0.11     1 
1230394235   29.81881    113.76662    -0.00     -0.15     0.15     1 
1230394236   29.81815    113.79825     0.04     -0.33     0.33     1 
1230394238   29.81679    113.86151     0.12     -0.29     0.31     1 
1230394239   29.81610    113.89314     0.09     -0.15     0.18     1 
1230394241   29.81470    113.95639    -0.49      0.04     0.49     1 
1230394242   29.81399    113.98802     0.11      0.08     0.14     1 
1230394243   29.81327    114.01964     0.04     -0.13     0.14     1 
1230394244   29.81254    114.05127    -0.06      0.10     0.11     1 
1230394245   29.81181    114.08289    -0.06     -0.12     0.13     1 
1230394246   29.81106    114.11451    -0.26     -0.03     0.26     1 
1230394248   29.80956    114.17775    -0.10     -0.14     0.17     1 
1230394249   29.80879    114.20936    -0.10      0.01     0.10     1 
1230394250   29.80802    114.24098    -0.05     -0.23     0.23     1 
1230394251   29.80724    114.27259    -0.04     -0.15     0.16     1 
1230394252   29.80645    114.30421    -0.09      0.13     0.16     1 
1230394253   29.80566    114.33582     0.09     -0.26     0.27     1 
1230394256   29.80323    114.43065     0.05     -0.31     0.31     1 
1230394257   29.80240    114.46226    -0.18     -0.15     0.24     1 
1230394260   29.79988    114.55707    -0.21     -0.07     0.22     1 
1230394261   29.79903    114.58867     0.06      0.09     0.11     1 
1230394278   29.81152    112.75347    -0.08      0.17     0.19     1 
1230394280   29.81067    112.81677    -0.14     -0.24     0.28     1 
1230394282   29.80978    112.88007     0.26     -0.37     0.46     1 
1230394285   29.80840    112.97502    -0.03     -0.15     0.15     1 
1230394286   29.80792    113.00666    -0.26     -0.17     0.31     1 
1230394300   29.80045    113.44964    -0.13     -0.20     0.24     1 
1230394305   29.79742    113.60780     0.35      0.14     0.38     1 
1230394306   29.79679    113.63943    -0.02      0.09     0.10     1 
1230394309   29.79486    113.73431     0.27     -0.07     0.28     1 
1230394313   29.79218    113.86081    -0.03     -0.28     0.28     1 
1230394314   29.79149    113.89243     0.02     -0.16     0.17     1 
1230394315   29.79080    113.92405    -0.15     -0.03     0.15     1 
1230394317   29.78938    113.98729     0.07     -0.18     0.19     1 
1230394318   29.78866    114.01890     0.05     -0.28     0.28     1 
1230394319   29.78794    114.05052    -0.29     -0.24     0.37     1 
1230394322   29.78571    114.14536     0.06      0.08     0.10     1 
1230394323   29.78496    114.17697    -0.15     -0.15     0.21     1 
1230394324   29.78419    114.20858    -0.14     -0.10     0.17     1 
1230394325   29.78342    114.24019    -0.35      0.17     0.38     1 
1230394326   29.78264    114.27179    -0.13     -0.05     0.14     1 
1230394328   29.78106    114.33500    -0.26     -0.42     0.49     1 
1230394329   29.78026    114.36661    -0.03     -0.13     0.13     1 
1230394330   29.77945    114.39821    -0.12     -0.14     0.18     1 
1230394331   29.77863    114.42981    -0.22     -0.18     0.28     1 
1230394332   29.77781    114.46141    -0.29     -0.23     0.37     1 
1230394333   29.77698    114.49301    -0.04     -0.22     0.22     1 
1230394334   29.77614    114.52460    -0.02     -0.26     0.27     1 
1230394335   29.77529    114.55620    -0.09     -0.23     0.25     1 
1230394336   29.77444    114.58779    -0.30     -0.30     0.42     1 
1230394354   29.78647    112.78468    -0.09      0.27     0.29     1 
1230394355   29.78604    112.81633    -0.09     -0.17     0.20     1 
1230394374   29.77641    113.41741    -0.05      0.16     0.17     1 
1230394377   29.77464    113.51229     0.20     -0.09     0.22     1 
1230394381   29.77218    113.63878    -0.07      0.09     0.11     1 
1230394383   29.77090    113.70203     0.31     -0.18     0.36     1 
1230394387   29.76825    113.82849    -0.09     -0.05     0.10     1 
1230394388   29.76758    113.86011     0.07     -0.26     0.26     1 
1230394389   29.76689    113.89172     0.10     -0.34     0.36     1 
1230394390   29.76619    113.92333     0.01      0.05     0.05     1 
1230394391   29.76549    113.95494     0.04     -0.11     0.12     1 
1230394392   29.76478    113.98655    -0.08      0.03     0.08     1 
1230394394   29.76333    114.04977    -0.49      0.25     0.55     2 
1230394395   29.76260    114.08138    -0.25     -0.24     0.35     1 
1230394397   29.76111    114.14459    -0.07     -0.12     0.14     1 
1230394398   29.76036    114.17619     0.12     -0.43     0.45     1 
1230394399   29.75959    114.20779    -0.48     -0.19     0.52     2 
1230394400   29.75882    114.23939    -0.04     -0.18     0.18     1 
1230394401   29.75804    114.27099     0.08     -0.31     0.32     1 
1230394402   29.75726    114.30259    -0.42     -0.13     0.44     1 
1230394403   29.75646    114.33419    -0.12     -0.10     0.16     1 
1230394404   29.75566    114.36578     0.04     -0.01     0.04     1 
1230394405   29.75486    114.39738    -0.09     -0.00     0.09     1 
1230394407   29.75322    114.46056     0.31      0.20     0.37     1 
1230394408   29.75239    114.49215    -0.04     -0.27     0.27     1 
1230394409   29.75155    114.52374     0.15     -0.10     0.18     1 
1230394438   29.75770    113.06894    -0.11     -0.24     0.26     1 
1230394442   29.75566    113.19546    -0.07     -0.12     0.14     1 
1230394448   29.75237    113.38520    -0.31     -0.27     0.41     1 
1230394456   29.74757    113.63814    -0.36      0.19     0.41     1 
1230394459   29.74564    113.73297    -0.08      0.02     0.08     1 
1230394460   29.74498    113.76458    -0.23      0.07     0.24     1 
1230394461   29.74432    113.79619    -0.18     -0.04     0.19     1 
1230394462   29.74365    113.82780    -0.09     -0.01     0.09     1 
1230394464   29.74228    113.89101     0.04     -0.21     0.21     1 
1230394465   29.74159    113.92262    -0.10     -0.12     0.15     1 
1230394466   29.74088    113.95422    -0.02     -0.06     0.06     1 
1230394470   29.73800    114.08062     0.16     -0.14     0.21     1 
1230394471   29.73726    114.11222    -0.06     -0.09     0.11     1 
1230394472   29.73651    114.14382    -0.16     -0.00     0.16     1 
1230394474   29.73499    114.20701    -0.07     -0.11     0.13     1 
1230394475   29.73422    114.23860    -0.37      0.02     0.37     1 
1230394477   29.73266    114.30178     0.29      0.02     0.29     1 
1230394478   29.73187    114.33337    -0.08     -0.01     0.08     1 
1230394479   29.73107    114.36496     0.04      0.11     0.12     1 
1230394480   29.73026    114.39655     0.38     -0.13     0.41     1 
1230394481   29.72945    114.42813     0.37      0.02     0.37     1 
1230394482   29.72862    114.45972     0.08     -0.00     0.08     1 
1230394483   29.72779    114.49130    -0.18     -0.22     0.29     1 
1230394484   29.72696    114.52288    -0.36     -0.29     0.46     1 
1230394485   29.72611    114.55446    -0.12     -0.12     0.17     1 
1230394508   29.73545    112.91032     0.35     -0.26     0.43     1 
1230394519   29.72997    113.25816     0.16      0.03     0.16     1 
1230394527   29.72542    113.51106     0.02     -0.22     0.22     1 
1230394529   29.72420    113.57428    -0.07      0.11     0.13     1 
1230394530   29.72358    113.60589    -0.08     -0.07     0.11     1 
1230394533   29.72168    113.70070    -0.05     -0.10     0.11     1 
1230394534   29.72103    113.73231    -0.09     -0.08     0.12     1 
1230394536   29.71971    113.79551     0.11     -0.01     0.11     1 
1230394538   29.71836    113.85871    -0.05      0.17     0.17     1 
1230394539   29.71767    113.89031     0.01     -0.18     0.18     1 
1230394541   29.71628    113.95350    -0.06      0.07     0.09     1 
1230394542   29.71557    113.98510    -0.13     -0.15     0.20     1 
1230394543   29.71485    114.01669    -0.15     -0.08     0.17     1 
1230394545   29.71340    114.07987    -0.06     -0.09     0.11     1 
1230394546   29.71266    114.11146    -0.24     -0.11     0.27     1 
1230394551   29.70885    114.26940    -0.12     -0.17     0.21     1 
1230394556   29.70485    114.42730     0.06     -0.18     0.19     1 
1230394557   29.70403    114.45887    -0.27     -0.11     0.29     1 
1230394558   29.70320    114.49045     0.08      0.16     0.18     1 
1230394559   29.70236    114.52202    -0.26     -0.13     0.29     1 
1230394578   29.71301    112.75175     0.34      0.27     0.44     1 
1230394581   29.71173    112.84661     0.16      0.09     0.18     1 
1230394589   29.70796    113.09955    -0.11     -0.18     0.21     1 
1230394597   29.70370    113.35243     0.20      0.05     0.21     1 
1230394598   29.70314    113.38403    -0.05     -0.44     0.44     1 
1230394599   29.70256    113.41564    -0.14      0.26     0.30     1 
1230394600   29.70199    113.44724    -0.00     -0.04     0.04     1 
1230394601   29.70140    113.47885     0.10     -0.08     0.13     1 
1230394604   29.69959    113.57365     0.19      0.01     0.19     1 
1230394606   29.69834    113.63685     0.10     -0.11     0.15     1 
1230394607   29.69771    113.66845    -0.07     -0.16     0.17     1 
1230394610   29.69577    113.76324     0.05     -0.14     0.15     1 
1230394611   29.69510    113.79483    -0.03      0.12     0.13     1 
1230394612   29.69443    113.82642    -0.14     -0.05     0.14     1 
1230394613   29.69375    113.85801     0.39      0.05     0.39     1 
1230394614   29.69307    113.88960    -0.13     -0.08     0.15     1 
1230394616   29.69167    113.95278    -0.00     -0.16     0.16     1 
1230394617   29.69096    113.98437    -0.01      0.00     0.01     1 
1230394618   29.69025    114.01595    -0.08     -0.11     0.13     1 
1230394619   29.68952    114.04754    -0.51      0.18     0.54     2 
1230394621   29.68805    114.11070    -0.12     -0.08     0.14     1 
1230394622   29.68731    114.14229    -0.17      0.12     0.21     1 
1230394624   29.68579    114.20544    -0.40     -0.05     0.41     1 
1230394625   29.68503    114.23702     0.04     -0.23     0.24     1 
1230394627   29.68347    114.30017     0.26      0.12     0.29     1 
1230394629   29.68188    114.36332     0.30     -0.13     0.33     1 
1230394630   29.68107    114.39489    -0.19     -0.05     0.19     1 
1230394632   29.67944    114.45803     0.10     -0.06     0.12     1 
1230394633   29.67861    114.48960    -0.34     -0.02     0.35     1 
1230394634   29.67777    114.52116    -0.05     -0.32     0.33     1 
1230394656   29.68710    112.84616     0.13     -0.02     0.13     1 
1230394671   29.67964    113.32026    -0.30      0.10     0.32     1 
1230394675   29.67737    113.44665     0.04      0.00     0.04     1 
1230394676   29.67678    113.47824     0.10      0.02     0.10     1 
1230394677   29.67619    113.50984    -0.54     -0.07     0.54     2 
1230394681   29.67373    113.63621    -0.03     -0.12     0.12     1 
1230394682   29.67310    113.66780     0.19     -0.03     0.19     1 
1230394684   29.67181    113.73098    -0.12     -0.05     0.12     1 
1230394686   29.67049    113.79415     0.06      0.01     0.06     1 
1230394687   29.66982    113.82573    -0.14     -0.09     0.17     1 
1230394688   29.66915    113.85732    -0.18     -0.18     0.25     1 
1230394689   29.66846    113.88890     0.14     -0.39     0.42     1 
1230394690   29.66777    113.92048    -0.06     -0.16     0.17     1 
1230394691   29.66707    113.95206     0.00     -0.32     0.32     1 
1230394692   29.66636    113.98364     0.09     -0.01     0.09     1 
1230394693   29.66564    114.01522    -0.19     -0.05     0.19     1 
1230394694   29.66492    114.04680     0.11     -0.19     0.22     1 
1230394695   29.66419    114.07837    -0.24      0.19     0.31     1 
1230394696   29.66345    114.10995    -0.15     -0.11     0.18     1 
1230394697   29.66271    114.14152    -0.37     -0.03     0.37     1 
1230394698   29.66195    114.17309    -0.08     -0.05     0.09     1 
1230394701   29.65965    114.26780     0.10     -0.28     0.30     1 
1230394731   29.66248    112.84571     0.48      0.01     0.48     1 
1230394733   29.66158    112.90892     0.27     -0.30     0.40     1 
1230394747   29.65447    113.35128    -0.08     -0.07     0.11     1 
1230394748   29.65390    113.38287     0.18      0.29     0.34     1 
1230394750   29.65275    113.44605     0.03     -0.12     0.12     1 
1230394753   29.65097    113.54081    -0.05     -0.21     0.22     1 
1230394755   29.64974    113.60398     0.07     -0.25     0.26     1 
1230394756   29.64912    113.63557     0.05      0.21     0.21     1 
1230394757   29.64849    113.66715     0.17      0.01     0.17     1 
1230394758   29.64785    113.69873    -0.07     -0.19     0.20     1 
1230394759   29.64720    113.73031     0.04     -0.02     0.05     1 
1230394760   29.64655    113.76189     0.06      0.01     0.06     1 
1230394761   29.64588    113.79347     0.07     -0.16     0.17     1 
1230394763   29.64454    113.85662    -0.08     -0.19     0.20     1 
1230394765   29.64316    113.91977     0.01      0.03     0.03     1 
1230394766   29.64246    113.95134     0.00      0.01     0.01     1 
1230394768   29.64104    114.01448     0.03     -0.25     0.26     1 
1230394769   29.64032    114.04605     0.06     -0.34     0.35     1 
1230394771   29.63885    114.10919    -0.30     -0.21     0.36     1 
1230394772   29.63811    114.14075    -0.18     -0.26     0.32     1 
1230394775   29.63583    114.23545     0.02     -0.04     0.04     1 
1230394781   29.63107    114.42479    -0.28     -0.15     0.32     1 
1230394782   29.63025    114.45635     0.14      0.10     0.17     1 
1230394783   29.62942    114.48790    -0.26      0.28     0.38     1 
1230394811   29.63556    113.00324    -0.35      0.01     0.35     1 
1230394821   29.63041    113.31912    -0.30     -0.33     0.45     1 
1230394823   29.62929    113.38229     0.19      0.13     0.23     1 
1230394826   29.62755    113.47704    -0.08      0.02     0.08     1 
1230394827   29.62696    113.50862    -0.01      0.16     0.16     1 
1230394828   29.62636    113.54019     0.22      0.03     0.22     1 
1230394830   29.62513    113.60335     0.08     -0.09     0.12     1 
1230394831   29.62451    113.63492    -0.20     -0.23     0.31     1 
1230394832   29.62387    113.66650    -0.01     -0.32     0.32     1 
1230394833   29.62324    113.69807     0.11     -0.21     0.24     1 
1230394834   29.62259    113.72965     0.06     -0.24     0.24     1 
1230394835   29.62194    113.76122    -0.05     -0.15     0.16     1 
1230394836   29.62128    113.79279     0.12     -0.14     0.18     1 
1230394837   29.62061    113.82436    -0.30     -0.17     0.35     1 
1230394838   29.61993    113.85593    -0.03      0.19     0.20     1 
1230394839   29.61925    113.88749    -0.04     -0.01     0.05     1 
1230394840   29.61856    113.91906     0.01     -0.02     0.02     1 
1230394841   29.61786    113.95063    -0.33      0.10     0.34     1 
1230394844   29.61571    114.04531    -0.25     -0.11     0.27     1 
1230394845   29.61499    114.07687    -0.18     -0.08     0.20     1 
1230394846   29.61425    114.10843    -0.03     -0.09     0.09     1 
1230394847   29.61350    114.13999    -0.00     -0.14     0.14     1 
1230394848   29.61275    114.17155    -0.41      0.08     0.41     1 
1230394857   29.60566    114.45551     0.28     -0.33     0.43     1 
1230394882   29.61278    112.87640     0.09      0.09     0.13     1 
1230394897   29.60523    113.35014    -0.04     -0.18     0.19     1 
1230394900   29.60352    113.44486    -0.08     -0.12     0.15     1 
1230394901   29.60293    113.47643    -0.02     -0.01     0.02     1 
1230394902   29.60234    113.50801     0.05      0.02     0.05     1 
1230394903   29.60174    113.53958    -0.06      0.07     0.09     1 
1230394904   29.60113    113.57115    -0.10      0.20     0.23     1 
1230394905   29.60052    113.60272    -0.18      0.07     0.19     1 
1230394906   29.59989    113.63429    -0.22     -0.13     0.25     1 
1230394907   29.59926    113.66585    -0.30      0.05     0.30     1 
1230394908   29.59862    113.69742     0.10      0.05     0.11     1 
1230394909   29.59798    113.72898     0.20      0.11     0.23     1 
1230394910   29.59733    113.76055    -0.10     -0.04     0.11     1 
1230394911   29.59667    113.79211    -0.44     -0.18     0.48     1 
1230394913   29.59532    113.85523    -0.43     -0.30     0.53     2 
1230394915   29.59395    113.91835    -0.35     -0.17     0.39     1 
1230394916   29.59325    113.94991    -0.21     -0.26     0.33     1 
1230394917   29.59254    113.98146    -0.21     -0.10     0.23     1 
1230394918   29.59183    114.01302     0.05      0.01     0.05     1 
1230394920   29.59038    114.07613     0.20     -0.18     0.27     1 
1230394921   29.58965    114.10768    -0.03     -0.00     0.03     1 
1230394922   29.58890    114.13923    -0.22     -0.07     0.23     1 
1230394924   29.58740    114.20233     0.05     -0.20     0.20     1 
1230394926   29.58586    114.26542     0.09      0.10     0.13     1 
1230394966   29.58383    113.16014    -0.05     -0.20     0.21     1 
1230394972   29.58062    113.34957     0.06      0.07     0.09     1 
1230394976   29.57832    113.47583    -0.16     -0.09     0.18     1 
1230394977   29.57773    113.50740     0.06     -0.03     0.07     1 
1230394978   29.57713    113.53896    -0.03     -0.16     0.16     1 
1230394979   29.57652    113.57052    -0.05     -0.13     0.14     1 
1230394980   29.57590    113.60209    -0.16     -0.07     0.17     1 
1230394981   29.57528    113.63365    -0.26      0.15     0.30     1 
1230394982   29.57465    113.66520    -0.12     -0.07     0.14     1 
1230394983   29.57401    113.69676     0.09      0.05     0.10     1 
1230394984   29.57337    113.72832    -0.08     -0.00     0.08     1 
1230394985   29.57272    113.75988    -0.10     -0.10     0.15     1 
1230394986   29.57206    113.79143    -0.18      0.01     0.18     1 
1230394987   29.57139    113.82299    -0.22     -0.18     0.28     1 
1230394988   29.57071    113.85454    -0.36     -0.29     0.46     1 
1230394989   29.57003    113.88609     0.01     -0.16     0.16     1 
1230394990   29.56934    113.91764     0.38      0.01     0.38     1 
1230394992   29.56794    113.98074     0.28      0.00     0.28     1 
1230394995   29.56578    114.07538    -0.14     -0.04     0.14     1 
1230394996   29.56505    114.10692    -0.06     -0.19     0.20     1 
1230394997   29.56430    114.13847     0.10     -0.17     0.20     1 
1230394999   29.56280    114.20155    -0.16     -0.15     0.23     1 
1230395000   29.56203    114.23309    -0.03     -0.10     0.10     1 
1230395001   29.56126    114.26463    -0.15      0.05     0.15     1 
