==============================================================================
==============================================================================
Mon. Jun. 24 2013                  LANDSAT 7                       Time: 03:39
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: 0101306231539_00067                          Path / Row - 123 / 39
Reference Image: L51BJC1087253020100_HDF.L1G

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 97.8%
Rank   2 --  2.2%
Rank   3 --  0.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
1230390015   31.20915    113.16411    -0.34     -0.35     0.49     1 
1230390016   31.20861    113.19621    -0.17     -0.17     0.24     1 
1230390089   31.18508    113.13146    -0.14      0.12     0.19     1 
1230390092   31.18344    113.22774     0.03     -0.09     0.09     1 
1230390093   31.18288    113.25983    -0.07     -0.12     0.14     1 
1230390095   31.18174    113.32400     0.03      0.05     0.05     1 
1230390096   31.18116    113.35609    -0.23     -0.01     0.23     1 
1230390097   31.18057    113.38818    -0.20     -0.04     0.21     1 
1230390163   31.16099    113.09882    -0.31     -0.20     0.37     1 
1230390164   31.16046    113.13091    -0.30      0.03     0.30     1 
1230390165   31.15992    113.16299    -0.33     -0.16     0.36     1 
1230390167   31.15883    113.22716    -0.10     -0.07     0.13     1 
1230390168   31.15827    113.25924     0.22      0.06     0.23     1 
1230390169   31.15770    113.29132     0.07      0.17     0.18     1 
1230390170   31.15713    113.32340     0.00      0.04     0.04     1 
1230390171   31.15655    113.35548    -0.01      0.18     0.18     1 
1230390172   31.15595    113.38756     0.10      0.12     0.16     1 
1230390173   31.15536    113.41964    -0.31     -0.00     0.31     1 
1230390174   31.15475    113.45171    -0.12     -0.05     0.13     1 
1230390175   31.15413    113.48379    -0.06      0.05     0.08     1 
1230390176   31.15351    113.51586     0.04     -0.13     0.13     1 
1230390178   31.15224    113.58001     0.02      0.06     0.06     1 
1230390179   31.15159    113.61208    -0.02      0.02     0.03     1 
1230390238   31.13637    113.09828    -0.28     -0.11     0.30     1 
1230390240   31.13531    113.16244    -0.18     -0.42     0.45     1 
1230390244   31.13309    113.29073    -0.13      0.01     0.13     1 
1230390245   31.13252    113.32280    -0.14     -0.00     0.14     1 
1230390246   31.13193    113.35487    -0.14     -0.20     0.24     1 
1230390247   31.13134    113.38694    -0.32     -0.05     0.32     1 
1230390248   31.13074    113.41901    -0.05     -0.13     0.14     1 
1230390249   31.13014    113.45108    -0.09      0.01     0.09     1 
1230390250   31.12952    113.48315    -0.20      0.12     0.23     1 
1230390251   31.12890    113.51521    -0.00      0.09     0.09     1 
1230390252   31.12827    113.54728     0.05     -0.09     0.10     1 
1230390253   31.12763    113.57934    -0.07     -0.15     0.17     1 
1230390254   31.12699    113.61141    -0.44      0.10     0.45     1 
1230390255   31.12633    113.64347    -0.09     -0.00     0.09     1 
1230390257   31.12500    113.70759     0.25     -0.08     0.27     1 
1230390259   31.12364    113.77170     0.09      0.33     0.34     1 
1230390260   31.12294    113.80376     0.05      0.09     0.11     1 
1230390313   31.11175    113.09774    -0.20      0.03     0.20     1 
1230390314   31.11123    113.12981    -0.09     -0.00     0.09     1 
1230390315   31.11069    113.16188    -0.45     -0.21     0.50     1 
1230390316   31.11015    113.19394    -0.16     -0.21     0.26     1 
1230390317   31.10960    113.22601    -0.32     -0.24     0.40     1 
1230390318   31.10904    113.25808    -0.17     -0.06     0.18     1 
1230390320   31.10790    113.32220     0.00     -0.01     0.01     1 
1230390321   31.10732    113.35426     0.03     -0.17     0.18     1 
1230390322   31.10673    113.38633    -0.07     -0.20     0.22     1 
1230390323   31.10613    113.41839    -0.10     -0.09     0.14     1 
1230390324   31.10553    113.45045    -0.17     -0.35     0.39     1 
1230390325   31.10491    113.48251    -0.13     -0.04     0.14     1 
1230390327   31.10366    113.54662    -0.20     -0.07     0.21     1 
1230390328   31.10302    113.57868    -0.22     -0.17     0.28     1 
1230390329   31.10238    113.61073    -0.14     -0.01     0.14     1 
1230390330   31.10172    113.64279     0.01      0.13     0.13     1 
1230390331   31.10106    113.67484    -0.10      0.24     0.26     1 
1230390334   31.09903    113.77099     0.03     -0.02     0.03     1 
1230390335   31.09834    113.80304     0.13      0.06     0.15     1 
1230390336   31.09764    113.83508    -0.16     -0.12     0.20     1 
1230390337   31.09693    113.86713     0.01      0.10     0.10     1 
1230390338   31.09621    113.89917     0.02      0.03     0.04     1 
1230390340   31.09475    113.96326     0.01      0.02     0.02     1 
1230390341   31.09401    113.99530     0.23      0.09     0.25     1 
1230390390   31.08608    113.16132    -0.16     -0.10     0.19     1 
1230390392   31.08499    113.22544    -0.25     -0.27     0.37     1 
1230390393   31.08443    113.25749     0.16     -0.02     0.16     1 
1230390394   31.08386    113.28955     0.09      0.09     0.12     1 
1230390395   31.08329    113.32160    -0.16      0.26     0.30     1 
1230390396   31.08271    113.35366    -0.16      0.00     0.16     1 
1230390397   31.08212    113.38571     0.14     -0.12     0.18     1 
1230390398   31.08152    113.41776    -0.22     -0.05     0.22     1 
1230390399   31.08092    113.44982    -0.14     -0.07     0.16     1 
1230390400   31.08030    113.48187    -0.09     -0.19     0.21     1 
1230390401   31.07968    113.51391    -0.04     -0.12     0.13     1 
1230390402   31.07905    113.54596    -0.21     -0.30     0.37     1 
1230390403   31.07842    113.57801    -0.03      0.01     0.03     1 
1230390405   31.07712    113.64210    -0.06     -0.01     0.06     1 
1230390407   31.07579    113.70619     0.13     -0.17     0.21     1 
1230390408   31.07511    113.73823    -0.13      0.24     0.27     1 
1230390409   31.07443    113.77027    -0.04      0.08     0.09     1 
1230390410   31.07373    113.80231    -0.18     -0.16     0.24     1 
1230390411   31.07303    113.83435    -0.14     -0.05     0.15     1 
1230390412   31.07232    113.86639     0.00      0.13     0.13     1 
1230390413   31.07161    113.89843     0.03      0.21     0.22     1 
1230390414   31.07088    113.93046    -0.04      0.20     0.21     1 
1230390415   31.07015    113.96250     0.14      0.13     0.19     1 
1230390416   31.06941    113.99453    -0.12      0.03     0.12     1 
1230390418   31.06791    114.05859    -0.00      0.00     0.00     1 
1230390419   31.06714    114.09062     0.03     -0.08     0.08     1 
1230390420   31.06637    114.12265     0.02      0.09     0.09     1 
1230390421   31.06559    114.15468     0.06      0.06     0.09     1 
1230390423   31.06401    114.21873     0.39     -0.16     0.42     1 
1230390464   31.06200    113.12871    -0.00     -0.15     0.15     1 
1230390465   31.06146    113.16076    -0.26     -0.32     0.41     1 
1230390466   31.06092    113.19281    -0.51     -0.19     0.54     2 
1230390467   31.06037    113.22486    -0.38      0.02     0.38     1 
1230390468   31.05982    113.25691     0.10     -0.26     0.28     1 
1230390469   31.05925    113.28896    -0.19     -0.05     0.20     1 
1230390470   31.05868    113.32101     0.13      0.10     0.16     1 
1230390471   31.05810    113.35305    -0.08     -0.02     0.08     1 
1230390472   31.05751    113.38510    -0.19     -0.28     0.34     1 
1230390473   31.05691    113.41714    -0.13     -0.04     0.14     1 
1230390474   31.05631    113.44918    -0.15     -0.07     0.17     1 
1230390475   31.05569    113.48123    -0.09      0.04     0.10     1 
1230390476   31.05507    113.51327    -0.12     -0.11     0.17     1 
1230390477   31.05445    113.54531    -0.10     -0.05     0.11     1 
1230390478   31.05381    113.57735    -0.10     -0.06     0.12     1 
1230390479   31.05316    113.60939    -0.10     -0.16     0.19     1 
1230390480   31.05251    113.64142    -0.04      0.09     0.10     1 
1230390481   31.05185    113.67346     0.04     -0.13     0.14     1 
1230390482   31.05118    113.70549    -0.04     -0.05     0.06     1 
1230390483   31.05051    113.73753    -0.11      0.04     0.12     1 
1230390484   31.04982    113.76956    -0.34     -0.02     0.34     1 
1230390485   31.04913    113.80159     0.09     -0.13     0.16     1 
1230390486   31.04843    113.83362     0.04      0.12     0.13     1 
1230390487   31.04772    113.86565    -0.03      0.17     0.17     1 
1230390488   31.04701    113.89768    -0.19      0.14     0.24     1 
1230390489   31.04628    113.92971    -0.05      0.07     0.09     1 
1230390490   31.04555    113.96174    -0.04     -0.08     0.09     1 
1230390491   31.04481    113.99376     0.00      0.08     0.08     1 
1230390492   31.04406    114.02578    -0.03     -0.02     0.04     1 
1230390493   31.04331    114.05781     0.01      0.17     0.17     1 
1230390494   31.04254    114.08983     0.03      0.01     0.04     1 
1230390495   31.04177    114.12185    -0.02      0.11     0.12     1 
1230390496   31.04099    114.15387     0.23      0.24     0.33     1 
1230390497   31.04021    114.18588     0.01      0.13     0.14     1 
1230390498   31.03941    114.21790     0.06      0.18     0.19     1 
1230390499   31.03861    114.24992     0.06      0.07     0.09     1 
1230390500   31.03780    114.28193     0.13      0.17     0.22     1 
1230390501   31.03698    114.31394     0.10     -0.07     0.12     1 
1230390502   31.03615    114.34595    -0.12      0.53     0.54     2 
1230390503   31.03532    114.37796    -0.03     -0.01     0.03     1 
1230390504   31.03447    114.40997     0.03      0.10     0.10     1 
1230390537   31.03842    113.06407    -0.09      0.05     0.10     1 
1230390538   31.03790    113.09612    -0.45     -0.12     0.47     1 
1230390541   31.03631    113.19225    -0.17     -0.21     0.27     1 
1230390542   31.03576    113.22429    -0.33     -0.05     0.33     1 
1230390543   31.03520    113.25633    -0.27      0.03     0.27     1 
1230390544   31.03464    113.28837    -0.14     -0.24     0.28     1 
1230390545   31.03406    113.32041     0.04     -0.12     0.13     1 
1230390546   31.03348    113.35245    -0.13     -0.07     0.14     1 
1230390547   31.03290    113.38448    -0.08     -0.17     0.19     1 
1230390549   31.03170    113.44855    -0.45     -0.05     0.45     1 
1230390550   31.03108    113.48059    -0.16     -0.13     0.21     1 
1230390552   31.02984    113.54465    -0.14     -0.07     0.16     1 
1230390553   31.02920    113.57668    -0.20     -0.22     0.30     1 
1230390554   31.02856    113.60871     0.05     -0.12     0.13     1 
1230390555   31.02790    113.64074    -0.29     -0.00     0.29     1 
1230390556   31.02725    113.67277    -0.17     -0.24     0.30     1 
1230390557   31.02658    113.70480    -0.14      0.08     0.16     1 
1230390560   31.02453    113.80087    -0.14     -0.00     0.14     1 
1230390561   31.02383    113.83289    -0.04      0.08     0.09     1 
1230390562   31.02312    113.86491    -0.03     -0.11     0.11     1 
1230390563   31.02240    113.89694    -0.08     -0.10     0.13     1 
1230390564   31.02168    113.92896    -0.07     -0.10     0.12     1 
1230390565   31.02095    113.96097     0.31     -0.27     0.41     1 
1230390566   31.02021    113.99299     0.03     -0.19     0.19     1 
1230390567   31.01947    114.02500    -0.01     -0.07     0.07     1 
1230390568   31.01871    114.05702     0.00     -0.16     0.16     1 
1230390569   31.01795    114.08903     0.05     -0.09     0.10     1 
1230390570   31.01718    114.12104    -0.01     -0.16     0.16     1 
1230390571   31.01640    114.15305     0.02     -0.00     0.02     1 
1230390572   31.01561    114.18506     0.14     -0.00     0.14     1 
1230390573   31.01482    114.21707    -0.01      0.03     0.03     1 
1230390574   31.01401    114.24908     0.15      0.06     0.16     1 
1230390575   31.01320    114.28109    -0.04      0.10     0.11     1 
1230390576   31.01239    114.31309     0.01      0.19     0.19     1 
1230390577   31.01156    114.34509     0.13      0.24     0.28     1 
1230390578   31.01073    114.37709    -0.06      0.08     0.10     1 
1230390579   31.00988    114.40909    -0.03      0.10     0.11     1 
1230390580   31.00903    114.44109    -0.05      0.09     0.10     1 
1230390581   31.00818    114.47309     0.16      0.16     0.23     1 
1230390582   31.00731    114.50509    -0.05      0.11     0.12     1 
1230390583   31.00644    114.53708    -0.09      0.17     0.19     1 
1230390584   31.00556    114.56908     0.04      0.18     0.18     1 
1230390585   31.00467    114.60107     0.00      0.16     0.16     1 
1230390612   31.01380    113.06354    -0.15     -0.13     0.20     1 
1230390613   31.01329    113.09558    -0.30     -0.09     0.31     1 
1230390616   31.01169    113.19168    -0.07     -0.23     0.24     1 
1230390617   31.01114    113.22372    -0.09     -0.08     0.12     1 
1230390618   31.01059    113.25575    -0.10     -0.14     0.18     1 
1230390619   31.01002    113.28778     0.12     -0.01     0.12     1 
1230390620   31.00945    113.31981    -0.24      0.00     0.24     1 
1230390621   31.00887    113.35184    -0.11     -0.07     0.13     1 
1230390622   31.00828    113.38387    -0.11      0.04     0.12     1 
1230390623   31.00769    113.41590    -0.12      0.05     0.13     1 
1230390624   31.00709    113.44792    -0.04     -0.09     0.09     1 
1230390625   31.00647    113.47995    -0.03     -0.16     0.17     1 
1230390626   31.00585    113.51198    -0.14     -0.17     0.22     1 
1230390627   31.00523    113.54400     0.04     -0.08     0.09     1 
1230390628   31.00459    113.57602     0.05     -0.14     0.15     1 
1230390629   31.00395    113.60804    -0.14     -0.15     0.20     1 
1230390630   31.00330    113.64006    -0.09     -0.11     0.14     1 
1230390631   31.00264    113.67208     0.05     -0.05     0.07     1 
1230390632   31.00197    113.70410    -0.27      0.29     0.40     1 
1230390633   31.00130    113.73612    -0.02     -0.07     0.07     1 
1230390634   31.00061    113.76814     0.17     -0.10     0.20     1 
1230390635   30.99992    113.80015     0.04     -0.12     0.13     1 
1230390636   30.99922    113.83217     0.09     -0.08     0.12     1 
1230390637   30.99852    113.86418     0.10     -0.12     0.16     1 
1230390638   30.99780    113.89619     0.03     -0.10     0.10     1 
1230390639   30.99708    113.92820    -0.05     -0.05     0.07     1 
1230390640   30.99635    113.96021    -0.08     -0.03     0.09     1 
1230390641   30.99561    113.99222     0.30     -0.04     0.31     1 
1230390642   30.99487    114.02423    -0.05      0.04     0.06     1 
1230390643   30.99411    114.05623     0.10      0.01     0.10     1 
1230390644   30.99335    114.08824     0.04     -0.00     0.04     1 
1230390645   30.99258    114.12024     0.06     -0.10     0.12     1 
1230390646   30.99180    114.15224     0.05     -0.22     0.23     1 
1230390647   30.99102    114.18425    -0.03     -0.05     0.05     1 
1230390648   30.99022    114.21625    -0.03     -0.09     0.10     1 
1230390649   30.98942    114.24824    -0.05     -0.05     0.07     1 
1230390650   30.98861    114.28024    -0.10      0.12     0.16     1 
1230390651   30.98779    114.31224    -0.06      0.03     0.07     1 
1230390652   30.98697    114.34423    -0.00      0.21     0.21     1 
1230390653   30.98614    114.37623    -0.21     -0.12     0.25     1 
1230390654   30.98529    114.40822    -0.06     -0.01     0.06     1 
1230390655   30.98445    114.44021    -0.13      0.21     0.25     1 
1230390656   30.98359    114.47220     0.08      0.23     0.25     1 
1230390657   30.98272    114.50419     0.02      0.19     0.19     1 
1230390658   30.98185    114.53617     0.08      0.21     0.22     1 
1230390659   30.98097    114.56816     0.01      0.29     0.29     1 
1230390660   30.98008    114.60014    -0.09      0.11     0.14     1 
1230390661   30.97919    114.63213     0.06      0.07     0.09     1 
1230390662   30.97828    114.66411    -0.06      0.19     0.20     1 
1230390663   30.97737    114.69609    -0.06      0.06     0.09     1 
1230390664   30.97645    114.72806     0.06      0.08     0.09     1 
1230390666   30.97459    114.79202     0.03      0.27     0.28     1 
1230390687   30.98919    113.06301    -0.20     -0.20     0.29     1 
1230390689   30.98815    113.12707     0.01     -0.05     0.05     1 
1230390690   30.98762    113.15909    -0.24     -0.31     0.40     1 
1230390692   30.98653    113.22315     0.04     -0.21     0.22     1 
1230390693   30.98597    113.25517    -0.15     -0.17     0.23     1 
1230390694   30.98541    113.28719    -0.26     -0.02     0.26     1 
1230390695   30.98484    113.31921    -0.09     -0.09     0.13     1 
1230390697   30.98367    113.38326    -0.11     -0.25     0.28     1 
1230390698   30.98308    113.41528    -0.10     -0.17     0.20     1 
1230390699   30.98247    113.44729     0.03     -0.05     0.05     1 
1230390700   30.98186    113.47931    -0.14     -0.05     0.15     1 
1230390701   30.98125    113.51133    -0.06     -0.07     0.09     1 
1230390704   30.97934    113.60737    -0.14     -0.14     0.20     1 
1230390705   30.97869    113.63939    -0.12      0.02     0.12     1 
1230390706   30.97803    113.67140    -0.17      0.03     0.18     1 
1230390707   30.97736    113.70341     0.13     -0.02     0.13     1 
1230390708   30.97669    113.73542    -0.03     -0.12     0.12     1 
1230390709   30.97601    113.76743    -0.23     -0.23     0.32     1 
1230390710   30.97532    113.79943     0.27     -0.12     0.29     1 
1230390711   30.97462    113.83144     0.03     -0.02     0.03     1 
1230390712   30.97392    113.86344     0.03      0.01     0.03     1 
1230390713   30.97320    113.89545     0.06      0.04     0.07     1 
1230390714   30.97248    113.92745     0.11     -0.08     0.14     1 
1230390715   30.97175    113.95945     0.11     -0.02     0.11     1 
1230390716   30.97101    113.99145    -0.02     -0.12     0.12     1 
1230390717   30.97027    114.02345     0.05      0.18     0.19     1 
1230390718   30.96951    114.05545    -0.04      0.12     0.13     1 
1230390719   30.96875    114.08745     0.01      0.14     0.14     1 
1230390720   30.96798    114.11944     0.04     -0.02     0.05     1 
1230390721   30.96721    114.15144    -0.04     -0.01     0.04     1 
1230390722   30.96642    114.18343     0.02     -0.02     0.03     1 
1230390723   30.96563    114.21542     0.07     -0.05     0.09     1 
1230390724   30.96483    114.24741     0.08      0.06     0.10     1 
1230390725   30.96402    114.27940     0.06     -0.00     0.06     1 
1230390726   30.96320    114.31139    -0.07     -0.08     0.11     1 
1230390727   30.96238    114.34337    -0.05     -0.08     0.09     1 
1230390728   30.96155    114.37536    -0.14     -0.02     0.14     1 
1230390729   30.96070    114.40734    -0.11      0.06     0.13     1 
1230390730   30.95986    114.43933    -0.02      0.04     0.05     1 
1230390731   30.95900    114.47131     0.14      0.08     0.16     1 
1230390732   30.95814    114.50329    -0.13      0.14     0.19     1 
1230390733   30.95726    114.53527     0.06      0.14     0.15     1 
1230390734   30.95638    114.56724    -0.02      0.13     0.13     1 
1230390735   30.95550    114.59922     0.21      0.17     0.27     1 
1230390736   30.95460    114.63119     0.02      0.16     0.16     1 
1230390738   30.95279    114.69514    -0.01      0.22     0.22     1 
1230390739   30.95187    114.72711    -0.04      0.10     0.10     1 
1230390741   30.95001    114.79104     0.08      0.16     0.18     1 
1230390742   30.94906    114.82301     0.20      0.18     0.27     1 
1230390743   30.94811    114.85497    -0.00      0.15     0.15     1 
1230390744   30.94715    114.88693     0.00      0.17     0.17     1 
1230390762   30.96457    113.06248    -0.34     -0.12     0.36     1 
1230390765   30.96300    113.15854    -0.08     -0.17     0.18     1 
1230390766   30.96246    113.19056    -0.05     -0.18     0.18     1 
1230390767   30.96191    113.22258     0.15      0.25     0.29     1 
1230390769   30.96080    113.28661    -0.06     -0.19     0.20     1 
1230390770   30.96023    113.31862    -0.18     -0.19     0.26     1 
1230390771   30.95965    113.35063    -0.12     -0.14     0.19     1 
1230390772   30.95906    113.38264    -0.22     -0.25     0.33     1 
1230390773   30.95847    113.41466    -0.17     -0.21     0.27     1 
1230390774   30.95786    113.44667    -0.04     -0.16     0.17     1 
1230390775   30.95725    113.47868    -0.03     -0.07     0.08     1 
1230390776   30.95663    113.51068    -0.04     -0.26     0.26     1 
1230390777   30.95601    113.54269    -0.16     -0.17     0.23     1 
1230390778   30.95538    113.57470    -0.04     -0.24     0.24     1 
1230390779   30.95473    113.60670    -0.13     -0.05     0.14     1 
1230390780   30.95408    113.63871    -0.08      0.02     0.08     1 
1230390781   30.95342    113.67071     0.09     -0.12     0.14     1 
1230390782   30.95276    113.70271    -0.04      0.11     0.12     1 
1230390784   30.95140    113.76672     0.22      0.12     0.25     1 
1230390786   30.95002    113.83071    -0.05      0.14     0.15     1 
1230390787   30.94931    113.86271     0.01     -0.07     0.07     1 
1230390788   30.94860    113.89471    -0.10     -0.30     0.32     1 
1230390792   30.94567    114.02268    -0.01     -0.07     0.07     1 
1230390794   30.94415    114.08665     0.02     -0.06     0.06     1 
1230390795   30.94339    114.11864     0.01      0.02     0.02     1 
1230390796   30.94261    114.15063    -0.03      0.29     0.29     1 
1230390797   30.94183    114.18261     0.03     -0.18     0.18     1 
1230390798   30.94103    114.21460    -0.05     -0.09     0.10     1 
1230390799   30.94023    114.24658     0.08     -0.03     0.09     1 
1230390800   30.93942    114.27856    -0.01     -0.02     0.02     1 
1230390801   30.93861    114.31054     0.12      0.10     0.16     1 
1230390802   30.93779    114.34252     0.13      0.02     0.13     1 
1230390803   30.93695    114.37449    -0.03      0.12     0.12     1 
1230390804   30.93611    114.40647     0.02     -0.41     0.41     1 
1230390805   30.93527    114.43845    -0.02      0.05     0.06     1 
1230390806   30.93441    114.47042    -0.05      0.04     0.06     1 
1230390807   30.93355    114.50239     0.08      0.14     0.16     1 
1230390808   30.93268    114.53436     0.01      0.09     0.09     1 
1230390809   30.93180    114.56633    -0.04     -0.06     0.07     1 
1230390810   30.93091    114.59830     0.00      0.02     0.02     1 
1230390811   30.93002    114.63026     0.03      0.09     0.10     1 
1230390813   30.92820    114.69419     0.04      0.13     0.13     1 
1230390814   30.92729    114.72615     0.08      0.16     0.18     1 
1230390815   30.92636    114.75811     0.09     -0.21     0.23     1 
1230390816   30.92543    114.79007     0.05      0.21     0.22     1 
1230390818   30.92353    114.85398    -0.01      0.17     0.17     1 
1230390819   30.92258    114.88594     0.02      0.28     0.28     1 
1230390837   30.93995    113.06195    -0.26     -0.06     0.27     1 
1230390841   30.93784    113.19000    -0.18     -0.41     0.45     1 
1230390842   30.93730    113.22200    -0.10     -0.32     0.34     1 
1230390843   30.93674    113.25401    -0.04     -0.34     0.34     1 
1230390844   30.93618    113.28602     0.02     -0.24     0.24     1 
1230390845   30.93561    113.31803    -0.16     -0.27     0.32     1 
1230390846   30.93503    113.35003    -0.19     -0.12     0.23     1 
1230390847   30.93445    113.38203    -0.12     -0.19     0.23     1 
1230390848   30.93385    113.41404    -0.08     -0.07     0.10     1 
1230390849   30.93325    113.44604     0.09     -0.10     0.13     1 
1230390850   30.93264    113.47804    -0.09     -0.11     0.14     1 
1230390851   30.93202    113.51004     0.00     -0.32     0.32     1 
1230390852   30.93140    113.54204     0.46     -0.14     0.48     1 
1230390854   30.93013    113.60604    -0.13      0.02     0.13     1 
1230390855   30.92948    113.63803     0.14     -0.30     0.33     1 
1230390856   30.92882    113.67003    -0.16     -0.07     0.18     1 
1230390858   30.92748    113.73401     0.08     -0.06     0.09     1 
1230390863   30.92400    113.89396     0.14      0.06     0.15     1 
1230390865   30.92255    113.95793    -0.14      0.01     0.14     1 
1230390867   30.92107    114.02190     0.09     -0.03     0.10     1 
1230390869   30.91956    114.08586    -0.02     -0.07     0.08     1 
1230390870   30.91879    114.11784     0.05     -0.07     0.09     1 
1230390871   30.91801    114.14982     0.18      0.04     0.19     1 
1230390872   30.91723    114.18180     0.00      0.02     0.02     1 
1230390873   30.91644    114.21377    -0.11      0.03     0.11     1 
1230390874   30.91564    114.24575     0.03     -0.00     0.03     1 
1230390875   30.91483    114.27772     0.03      0.07     0.07     1 
1230390876   30.91402    114.30969    -0.05     -0.12     0.13     1 
1230390877   30.91319    114.34166     0.08     -0.05     0.10     1 
1230390878   30.91236    114.37363    -0.18     -0.36     0.40     1 
1230390879   30.91152    114.40560     0.00      0.05     0.05     1 
1230390880   30.91068    114.43757    -0.09      0.15     0.17     1 
1230390881   30.90982    114.46953    -0.05      0.17     0.18     1 
1230390882   30.90896    114.50149     0.12      0.13     0.18     1 
1230390883   30.90809    114.53346    -0.14      0.08     0.16     1 
1230390884   30.90721    114.56542    -0.05      0.22     0.23     1 
1230390885   30.90633    114.59738     0.10      0.07     0.13     1 
1230390886   30.90543    114.62933    -0.05      0.05     0.08     1 
1230390887   30.90453    114.66129     0.01      0.17     0.17     1 
1230390888   30.90362    114.69325     0.12      0.06     0.14     1 
1230390889   30.90271    114.72520     0.11     -0.10     0.15     1 
1230390890   30.90178    114.75715     0.13     -0.07     0.15     1 
1230390891   30.90085    114.78910     0.07     -0.07     0.10     1 
1230390892   30.89991    114.82105    -0.04      0.05     0.07     1 
1230390893   30.89896    114.85300     0.18      0.06     0.19     1 
1230390894   30.89800    114.88495    -0.07      0.10     0.12     1 
1230390914   30.91430    113.12543    -0.21     -0.42     0.47     1 
1230390917   30.91268    113.22144    -0.24     -0.14     0.28     1 
1230390918   30.91213    113.25343    -0.10     -0.25     0.27     1 
1230390920   30.91100    113.31743    -0.12     -0.19     0.23     1 
1230390921   30.91042    113.34943    -0.12     -0.27     0.30     1 
1230390922   30.90984    113.38142    -0.22     -0.20     0.30     1 
1230390923   30.90924    113.41342    -0.27     -0.11     0.29     1 
1230390924   30.90864    113.44541    -0.12     -0.23     0.26     1 
1230390925   30.90803    113.47741    -0.09     -0.03     0.09     1 
1230390926   30.90742    113.50940    -0.09     -0.16     0.18     1 
1230390927   30.90679    113.54139     0.03     -0.13     0.13     1 
1230390928   30.90616    113.57338    -0.13      0.01     0.13     1 
1230390929   30.90552    113.60537    -0.10     -0.16     0.18     1 
1230390930   30.90487    113.63736    -0.20     -0.09     0.22     1 
1230390931   30.90421    113.66934     0.07     -0.03     0.07     1 
1230390932   30.90355    113.70133    -0.16     -0.15     0.21     1 
1230390933   30.90288    113.73331    -0.09     -0.28     0.30     1 
1230390936   30.90081    113.82926    -0.08     -0.18     0.20     1 
1230390937   30.90011    113.86124    -0.05     -0.10     0.11     1 
1230390938   30.89939    113.89322     0.03      0.03     0.04     1 
1230390941   30.89721    113.98915    -0.02     -0.10     0.11     1 
1230390942   30.89647    114.02113     0.19     -0.45     0.49     1 
1230390943   30.89572    114.05310     0.10     -0.04     0.11     1 
1230390945   30.89419    114.11704    -0.09      0.05     0.10     1 
1230390946   30.89342    114.14901     0.12     -0.19     0.22     1 
1230390947   30.89263    114.18098     0.16      0.10     0.19     1 
1230390948   30.89184    114.21295     0.03      0.15     0.16     1 
1230390949   30.89104    114.24492     0.06     -0.04     0.07     1 
1230390950   30.89024    114.27688     0.14     -0.00     0.14     1 
1230390951   30.88942    114.30884    -0.02     -0.03     0.04     1 
1230390952   30.88860    114.34081     0.01     -0.07     0.07     1 
1230390954   30.88693    114.40473     0.00      0.07     0.07     1 
1230390955   30.88609    114.43668     0.03      0.03     0.04     1 
1230390956   30.88524    114.46864    -0.11     -0.09     0.15     1 
1230390957   30.88437    114.50060    -0.06     -0.07     0.09     1 
1230390958   30.88350    114.53255     0.05      0.04     0.06     1 
1230390959   30.88263    114.56450    -0.04     -0.12     0.12     1 
1230390960   30.88174    114.59646     0.06     -0.02     0.07     1 
1230390961   30.88085    114.62841     0.15      0.09     0.17     1 
1230390962   30.87995    114.66035     0.27      0.16     0.31     1 
1230390963   30.87904    114.69230     0.28      0.07     0.28     1 
1230390964   30.87812    114.72425     0.05      0.01     0.05     1 
1230390966   30.87627    114.78813    -0.16      0.06     0.17     1 
1230390967   30.87533    114.82007     0.06      0.12     0.14     1 
1230390968   30.87438    114.85201     0.17      0.02     0.17     1 
1230390969   30.87342    114.88395    -0.13      0.08     0.16     1 
1230390986   30.89122    113.02890     0.02     -0.26     0.26     1 
1230390987   30.89072    113.06090     0.04      0.07     0.08     1 
1230390990   30.88915    113.15688     0.00     -0.14     0.14     1 
1230390993   30.88752    113.25286    -0.03     -0.22     0.22     1 
1230390995   30.88639    113.31684    -0.19     -0.11     0.22     1 
1230390996   30.88581    113.34883    -0.23     -0.26     0.35     1 
1230390997   30.88522    113.38081    -0.16     -0.30     0.34     1 
1230390998   30.88463    113.41280    -0.23     -0.40     0.46     1 
1230390999   30.88403    113.44479    -0.05     -0.35     0.35     1 
1230391000   30.88342    113.47677    -0.11     -0.26     0.28     1 
1230391001   30.88281    113.50876     0.07     -0.44     0.44     1 
1230391002   30.88218    113.54074     0.19     -0.21     0.28     1 
1230391003   30.88155    113.57272     0.17     -0.39     0.43     1 
1230391004   30.88091    113.60470    -0.16     -0.43     0.46     1 
1230391005   30.88026    113.63668    -0.10     -0.18     0.20     1 
